1/21/2015 8:49:31 AM,System.Exception,"Error occurred during application startup"
1/21/2015 8:49:31 AM,System.TypeInitializationException,"The type initializer for 'System.Data.Entity.Internal.AppConfig' threw an exception."
1/21/2015 8:49:31 AM,System.Configuration.ConfigurationErrorsException,"Unable to open configSource file 'web.ConnectionStrings.config'. (C:\Users\Nik\Documents\Projects\rock-instance\RockWeb\web.config line 24)"
